<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.02	08:59:00	27382.29	27382.29	27349.73	27372.19	30	0	802
2026.02.02	09:00:00	27366.88	27403.42	27366.88	27392.93	30	0	802
2026.02.02	09:01:00	27392.47	27403.81	27356.59	27356.59	30	0	802
2026.02.02	09:02:00	27356.48	27385.15	27356.48	27365.26	30	0	802
2026.02.02	09:03:00	27361.63	27377.41	27327.85	27330.94	30	0	802
2026.02.02	09:04:00	27324.06	27345.60	27305.06	27330.32	30	0	802
2026.02.02	09:05:00	27331.26	27331.26	27308.64	27327.77	30	0	802
2026.02.02	09:06:00	27330.74	27330.74	27294.34	27305.00	30	0	802
2026.02.02	09:07:00	27302.32	27308.48	27254.55	27254.55	30	0	802
2026.02.02	09:08:00	27255.11	27266.22	27242.43	27253.30	30	0	802
2026.02.02	09:09:00	27258.75	27290.67	27229.62	27290.67	30	0	802
2026.02.02	09:10:00	27297.96	27321.78	27284.05	27300.75	30	0	802
2026.02.02	09:11:00	27300.83	27325.45	27291.42	27306.50	30	0	802
2026.02.02	09:12:00	27303.24	27310.65	27258.04	27259.78	30	0	802
2026.02.02	09:13:00	27267.50	27275.27	27225.25	27225.25	30	0	802
2026.02.02	09:14:00	27222.84	27227.54	27206.74	27217.08	30	0	802
2026.02.02	09:15:00	27222.68	27257.75	27222.68	27256.10	30	0	802
2026.02.02	09:16:00	27260.15	27269.06	27250.14	27251.13	30	0	802
2026.02.02	09:17:00	27247.33	27255.19	27230.54	27230.76	30	0	802
2026.02.02	09:18:00	27239.30	27239.64	27206.72	27230.83	30	0	802
2026.02.02	09:19:00	27236.48	27258.70	27234.81	27246.63	30	0	802
2026.02.02	09:20:00	27248.20	27255.54	27217.27	27217.27	30	0	802
2026.02.02	09:21:00	27214.63	27227.67	27200.11	27215.18	30	0	802
2026.02.02	09:22:00	27214.01	27232.24	27210.95	27224.67	30	0	802
2026.02.02	09:23:00	27222.96	27222.96	27147.83	27147.83	30	0	802
2026.02.02	09:24:00	27156.85	27195.60	27151.55	27172.28	30	0	802
2026.02.02	09:25:00	27170.54	27170.54	27141.09	27161.12	30	0	802
2026.02.02	09:26:00	27153.26	27153.26	27117.12	27128.99	30	0	802
2026.02.02	09:27:00	27129.86	27145.81	27126.95	27142.24	30	0	802
2026.02.02	09:28:00	27141.83	27203.25	27141.83	27190.86	30	0	802
2026.02.02	09:29:00	27193.01	27196.41	27163.80	27166.41	30	0	802
2026.02.02	09:30:00	27165.00	27214.20	27165.00	27214.20	30	0	802
2026.02.02	09:31:00	27217.30	27228.99	27197.71	27226.85	30	0	802
2026.02.02	09:32:00	27230.95	27264.38	27230.95	27263.55	30	0	802
2026.02.02	09:33:00	27263.50	27265.47	27241.99	27254.09	30	0	802
2026.02.02	09:34:00	27257.53	27290.88	27253.00	27267.47	30	0	802
2026.02.02	09:35:00	27268.26	27313.64	27267.27	27313.64	30	0	802
2026.02.02	09:36:00	27319.27	27339.71	27303.35	27303.35	30	0	802
2026.02.02	09:37:00	27301.85	27334.48	27282.60	27302.75	30	0	802
2026.02.02	09:38:00	27296.53	27304.04	27264.92	27264.92	30	0	802
2026.02.02	09:39:00	27275.64	27286.18	27248.40	27284.35	30	0	802
2026.02.02	09:40:00	27290.35	27295.97	27267.45	27268.15	30	0	802
2026.02.02	09:41:00	27265.41	27265.41	27209.66	27210.69	30	0	802
2026.02.02	09:42:00	27211.15	27248.89	27209.88	27243.57	30	0	802
2026.02.02	09:43:00	27247.79	27276.29	27247.79	27259.90	30	0	802
2026.02.02	09:44:00	27261.18	27277.48	27235.81	27266.35	30	0	802
2026.02.02	09:45:00	27269.86	27278.99	27231.06	27241.20	30	0	802
2026.02.02	09:46:00	27239.74	27239.74	27206.66	27207.37	30	0	802
2026.02.02	09:47:00	27205.86	27205.86	27181.49	27188.12	30	0	802
2026.02.02	09:48:00	27187.23	27201.75	27176.53	27179.44	30	0	802
2026.02.02	09:49:00	27174.94	27205.02	27174.94	27185.46	30	0	802
2026.02.02	09:50:00	27185.56	27201.72	27154.06	27189.41	30	0	802
2026.02.02	09:51:00	27192.13	27224.53	27183.64	27204.54	30	0	802
2026.02.02	09:52:00	27201.04	27209.48	27162.61	27179.04	30	0	802
2026.02.02	09:53:00	27181.23	27181.23	27087.29	27090.56	30	0	802
2026.02.02	09:54:00	27084.22	27127.36	27079.81	27097.91	30	0	802
2026.02.02	09:55:00	27100.63	27100.73	27060.29	27076.87	30	0	802
2026.02.02	09:56:00	27074.43	27124.86	27074.43	27106.62	30	0	802
2026.02.02	09:57:00	27105.75	27127.17	27098.70	27103.19	30	0	802
2026.02.02	09:58:00	27103.33	27116.82	27099.08	27108.06	30	0	802
2026.02.02	09:59:00	27105.26	27117.33	27090.28	27104.05	30	0	802
2026.02.02	10:00:00	27105.07	27108.38	27079.25	27101.09	30	0	802
2026.02.02	10:01:00	27103.18	27119.44	27092.29	27101.35	30	0	802
2026.02.02	10:02:00	27098.91	27098.91	27055.76	27059.37	30	0	802
2026.02.02	10:03:00	27056.50	27057.01	27020.47	27026.82	30	0	802
2026.02.02	10:04:00	27027.31	27046.80	27020.61	27030.11	30	0	802
2026.02.02	10:05:00	27024.00	27050.19	27024.00	27029.05	30	0	802
2026.02.02	10:06:00	27028.79	27047.84	27018.04	27030.46	30	0	802
2026.02.02	10:07:00	27025.91	27060.07	27025.04	27045.16	30	0	802
2026.02.02	10:08:00	27043.97	27052.87	27026.51	27031.07	29	0	802
2026.02.02	10:09:00	27026.81	27038.88	27003.46	27038.88	29	0	802
2026.02.02	10:10:00	27036.19	27047.12	27016.78	27035.46	30	0	802
2026.02.02	10:11:00	27030.74	27048.22	27025.93	27036.24	30	0	802
2026.02.02	10:12:00	27037.35	27058.18	27033.07	27036.61	30	0	802
2026.02.02	10:13:00	27033.39	27042.24	26987.61	27009.72	30	0	802
2026.02.02	10:14:00	27004.59	27035.10	27004.32	27007.20	30	0	802
2026.02.02	10:15:00	27007.21	27019.92	26995.60	27013.87	30	0	802
2026.02.02	10:16:00	27021.66	27044.31	27019.74	27022.56	30	0	802
2026.02.02	10:17:00	27016.88	27033.09	26994.89	27001.33	30	0	802
2026.02.02	10:18:00	26997.21	27010.68	26992.01	26992.01	30	0	802
2026.02.02	10:19:00	26987.33	27024.79	26972.79	27017.57	30	0	802
2026.02.02	10:20:00	27015.47	27069.45	26996.60	27065.64	30	0	802
2026.02.02	10:21:00	27071.32	27079.94	27054.08	27068.26	30	0	802
2026.02.02	10:22:00	27071.44	27071.44	27056.29	27070.85	30	0	802
2026.02.02	10:23:00	27072.01	27082.78	27060.51	27080.64	30	0	802
2026.02.02	10:24:00	27083.92	27102.46	27069.85	27099.01	30	0	802
2026.02.02	10:25:00	27095.60	27119.64	27094.09	27119.64	30	0	802
2026.02.02	10:26:00	27123.14	27124.55	27048.27	27057.16	30	0	802
2026.02.02	10:27:00	27059.71	27079.92	27049.01	27077.91	30	0	802
2026.02.02	10:28:00	27077.54	27089.05	27064.23	27088.34	30	0	802
2026.02.02	10:29:00	27091.15	27104.96	27087.95	27098.41	30	0	802
2026.02.02	10:30:00	27102.84	27136.25	27091.05	27133.15	30	0	802
2026.02.02	10:31:00	27138.14	27164.02	27130.55	27130.55	30	0	802
2026.02.02	10:32:00	27131.66	27136.19	27094.77	27118.56	30	0	802
2026.02.02	10:33:00	27118.10	27136.67	27109.14	27111.99	30	0	802
2026.02.02	10:34:00	27118.89	27163.05	27111.84	27162.10	30	0	802
2026.02.02	10:35:00	27164.29	27172.41	27138.34	27141.37	30	0	802
2026.02.02	10:36:00	27144.38	27149.12	27107.09	27107.09	30	0	802
2026.02.02	10:37:00	27107.23	27126.13	27099.82	27104.51	30	0	802
2026.02.02	10:38:00	27103.68	27104.47	27076.23	27076.67	30	0	802
2026.02.02	10:39:00	27084.68	27142.42	27084.68	27131.94	30	0	802
2026.02.02	10:40:00	27130.72	27146.64	27109.75	27132.76	30	0	802
2026.02.02	10:41:00	27127.16	27136.76	27107.94	27132.63	30	0	802
2026.02.02	10:42:00	27130.65	27137.76	27104.84	27115.04	30	0	802
2026.02.02	10:43:00	27110.45	27135.28	27105.63	27135.01	30	0	802
2026.02.02	10:44:00	27131.47	27150.44	27123.12	27148.57	30	0	802
2026.02.02	10:45:00	27146.35	27148.67	27101.33	27107.95	30	0	802
2026.02.02	10:46:00	27114.50	27129.18	27099.81	27110.03	30	0	802
2026.02.02	10:47:00	27104.30	27145.10	27102.55	27136.53	30	0	802
2026.02.02	10:48:00	27149.14	27171.86	27143.04	27170.82	30	0	802
2026.02.02	10:49:00	27164.22	27196.01	27161.70	27161.70	30	0	802
2026.02.02	10:50:00	27159.80	27169.52	27136.43	27136.43	30	0	802
2026.02.02	10:51:00	27135.96	27140.31	27111.71	27111.71	30	0	802
2026.02.02	10:52:00	27104.11	27124.20	27096.48	27112.05	30	0	802
2026.02.02	10:53:00	27110.66	27191.35	27110.66	27177.12	30	0	802
2026.02.02	10:54:00	27178.66	27237.21	27178.66	27234.67	30	0	802
2026.02.02	10:55:00	27242.14	27293.92	27242.14	27284.10	30	0	802
2026.02.02	10:56:00	27284.26	27305.99	27278.79	27291.33	30	0	802
2026.02.02	10:57:00	27279.84	27297.33	27250.91	27282.74	30	0	802
2026.02.02	10:58:00	27281.90	27285.30	27240.12	27243.31	30	0	802
2026.02.02	10:59:00	27244.31	27272.97	27232.75	27268.22	29	0	802
2026.02.02	11:00:00	27267.76	27268.91	27235.22	27249.61	30	0	802
2026.02.02	11:01:00	27251.83	27277.14	27246.54	27266.44	30	0	802
2026.02.02	11:02:00	27265.29	27267.95	27230.28	27247.43	30	0	802
2026.02.02	11:03:00	27245.64	27272.75	27245.64	27255.13	30	0	802
2026.02.02	11:04:00	27252.73	27264.70	27227.35	27227.35	30	0	802
2026.02.02	11:05:00	27223.56	27260.93	27215.07	27235.94	30	0	802
2026.02.02	11:06:00	27236.21	27246.18	27209.51	27230.25	30	0	802
2026.02.02	11:07:00	27224.61	27231.62	27197.49	27203.06	30	0	802
2026.02.02	11:08:00	27205.49	27205.49	27148.82	27173.31	30	0	802
2026.02.02	11:09:00	27170.42	27197.08	27169.29	27182.30	30	0	802
2026.02.02	11:10:00	27179.02	27188.26	27163.61	27174.20	30	0	802
2026.02.02	11:11:00	27173.96	27192.24	27165.36	27170.38	30	0	802
2026.02.02	11:12:00	27174.15	27176.45	27149.42	27156.35	30	0	802
2026.02.02	11:13:00	27156.53	27171.92	27144.50	27158.78	30	0	802
2026.02.02	11:14:00	27156.25	27183.77	27145.54	27153.07	30	0	802
2026.02.02	11:15:00	27152.03	27164.91	27126.90	27130.25	30	0	802
2026.02.02	11:16:00	27121.95	27125.60	27092.34	27092.34	30	0	802
2026.02.02	11:17:00	27091.77	27108.49	27089.83	27107.50	30	0	802
2026.02.02	11:18:00	27111.39	27129.36	27088.76	27094.98	30	0	802
2026.02.02	11:19:00	27091.54	27120.77	27088.13	27101.42	30	0	802
2026.02.02	11:20:00	27092.45	27120.98	27085.78	27116.53	30	0	802
2026.02.02	11:21:00	27114.54	27125.87	27098.15	27108.20	30	0	802
2026.02.02	11:22:00	27107.91	27149.87	27094.57	27143.98	30	0	802
2026.02.02	11:23:00	27144.14	27177.42	27144.14	27177.42	30	0	802
2026.02.02	11:24:00	27167.59	27189.16	27150.08	27189.16	30	0	802
2026.02.02	11:25:00	27196.09	27196.09	27122.38	27122.38	30	0	802
2026.02.02	11:26:00	27120.25	27165.43	27118.20	27123.41	30	0	802
2026.02.02	11:27:00	27124.71	27153.56	27124.71	27134.17	30	0	802
2026.02.02	11:28:00	27136.08	27136.34	27102.20	27116.15	30	0	802
2026.02.02	11:29:00	27117.19	27117.19	27083.40	27102.04	30	0	802
2026.02.02	11:30:00	27111.56	27111.56	27063.17	27085.03	30	0	802
2026.02.02	11:31:00	27080.93	27094.09	27055.87	27059.48	30	0	802
2026.02.02	11:32:00	27062.73	27077.51	27058.69	27077.51	30	0	802
2026.02.02	11:33:00	27075.33	27081.38	27058.89	27079.37	30	0	802
2026.02.02	11:34:00	27083.13	27083.13	27049.25	27068.80	30	0	802
2026.02.02	11:35:00	27060.01	27063.17	27028.13	27028.13	30	0	802
2026.02.02	11:36:00	27031.21	27079.28	27031.21	27065.68	29	0	802
2026.02.02	11:37:00	27063.75	27071.92	27043.41	27055.66	30	0	802
2026.02.02	11:38:00	27057.79	27062.15	27036.61	27050.74	30	0	802
2026.02.02	11:39:00	27066.85	27090.04	27056.04	27090.04	30	0	802
2026.02.02	11:40:00	27094.56	27095.37	27074.64	27087.17	30	0	802
2026.02.02	11:41:00	27085.99	27106.20	27065.20	27104.70	30	0	802
2026.02.02	11:42:00	27093.96	27132.96	27093.96	27122.06	30	0	802
2026.02.02	11:43:00	27119.69	27127.93	27093.36	27123.80	30	0	802
2026.02.02	11:44:00	27132.57	27171.48	27130.16	27171.48	30	0	802
2026.02.02	11:45:00	27166.17	27231.55	27166.17	27210.05	30	0	802
2026.02.02	11:46:00	27201.54	27209.67	27163.33	27171.93	30	0	802
2026.02.02	11:47:00	27168.61	27204.18	27168.61	27190.88	30	0	802
2026.02.02	11:48:00	27196.22	27228.17	27195.31	27211.26	30	0	802
2026.02.02	11:49:00	27204.82	27207.02	27180.97	27207.02	30	0	802
2026.02.02	11:50:00	27206.20	27206.20	27125.36	27140.20	30	0	802
2026.02.02	11:51:00	27138.29	27143.30	27110.72	27119.64	30	0	802
2026.02.02	11:52:00	27112.13	27117.19	27095.98	27098.25	30	0	802
2026.02.02	11:53:00	27100.81	27106.22	27083.25	27083.25	30	0	802
2026.02.02	11:54:00	27086.39	27092.69	27064.61	27092.69	30	0	802
2026.02.02	11:55:00	27094.18	27094.18	27056.54	27074.99	30	0	802
2026.02.02	11:56:00	27073.26	27088.88	27060.86	27088.88	30	0	802
2026.02.02	11:57:00	27091.47	27114.03	27079.29	27102.79	30	0	802
2026.02.02	11:58:00	27107.58	27130.09	27101.34	27127.98	30	0	802
2026.02.02	11:59:00	27135.22	27142.71	27122.02	27139.47	30	0	802
2026.02.02	12:00:00	27131.84	27139.45	27100.88	27106.13	30	0	802
2026.02.02	12:01:00	27109.63	27158.72	27109.63	27140.52	30	0	802
2026.02.02	12:02:00	27149.04	27187.87	27137.69	27187.87	30	0	802
2026.02.02	12:03:00	27182.81	27210.44	27182.81	27195.35	30	0	802
2026.02.02	12:04:00	27196.61	27216.02	27187.84	27201.79	30	0	802
2026.02.02	12:05:00	27202.48	27203.55	27164.85	27177.46	30	0	802
2026.02.02	12:06:00	27173.59	27232.97	27172.79	27213.43	30	0	802
2026.02.02	12:07:00	27209.68	27253.91	27209.68	27253.91	30	0	802
2026.02.02	12:08:00	27239.81	27245.83	27222.13	27228.21	30	0	802
2026.02.02	12:09:00	27228.15	27258.91	27227.75	27239.03	30	0	802
2026.02.02	12:10:00	27229.71	27230.39	27176.40	27191.21	30	0	802
2026.02.02	12:11:00	27196.25	27221.03	27185.02	27211.36	30	0	802
2026.02.02	12:12:00	27211.30	27225.33	27198.16	27202.44	30	0	802
2026.02.02	12:13:00	27194.28	27207.49	27159.80	27163.31	30	0	802
2026.02.02	12:14:00	27164.47	27169.11	27132.76	27163.86	30	0	802
2026.02.02	12:15:00	27156.04	27159.21	27127.93	27138.80	30	0	802
2026.02.02	12:16:00	27134.50	27143.05	27116.93	27123.86	30	0	802
2026.02.02	12:17:00	27133.41	27136.02	27118.39	27129.06	30	0	802
2026.02.02	12:18:00	27128.88	27138.71	27105.75	27119.53	30	0	802
2026.02.02	12:19:00	27117.98	27117.98	27073.84	27076.46	30	0	802
2026.02.02	12:20:00	27075.80	27082.78	27040.75	27057.98	30	0	802
2026.02.02	12:21:00	27051.41	27083.63	27042.52	27071.39	30	0	802
2026.02.02	12:22:00	27073.26	27095.07	27061.70	27061.70	30	0	802
2026.02.02	12:23:00	27061.26	27087.96	27042.66	27042.66	30	0	802
2026.02.02	12:24:00	27047.29	27070.31	27042.19	27056.93	30	0	802
2026.02.02	12:25:00	27058.00	27095.16	27057.13	27095.16	30	0	802
2026.02.02	12:26:00	27094.11	27123.39	27092.73	27110.79	30	0	802
2026.02.02	12:27:00	27102.61	27145.34	27093.41	27129.90	30	0	802
2026.02.02	12:28:00	27132.64	27136.36	27091.98	27096.01	30	0	802
2026.02.02	12:29:00	27096.48	27102.96	27083.43	27093.68	30	0	802
2026.02.02	12:30:00	27091.03	27101.58	27073.45	27073.45	30	0	802
2026.02.02	12:31:00	27079.46	27079.46	27042.98	27065.90	30	0	802
2026.02.02	12:32:00	27058.91	27066.04	27019.53	27025.62	30	0	802
2026.02.02	12:33:00	27023.61	27036.20	26964.13	26964.13	30	0	802
2026.02.02	12:34:00	26968.62	27000.81	26959.97	26992.15	30	0	802
2026.02.02	12:35:00	26995.52	27003.18	26978.55	26995.29	30	0	802
2026.02.02	12:36:00	26994.89	27001.14	26954.33	26986.16	30	0	802
2026.02.02	12:37:00	26989.95	26989.95	26938.29	26938.29	30	0	802
2026.02.02	12:38:00	26939.56	26967.39	26928.26	26957.84	30	0	802
2026.02.02	12:39:00	26956.31	26969.65	26946.49	26952.73	30	0	802
2026.02.02	12:40:00	26937.63	26950.59	26914.36	26919.57	30	0	802
2026.02.02	12:41:00	26927.58	26966.76	26927.58	26964.12	30	0	802
2026.02.02	12:42:00	26962.97	26982.68	26956.25	26966.28	30	0	802
2026.02.02	12:43:00	26971.50	26997.79	26963.25	26997.79	30	0	802
2026.02.02	12:44:00	26989.54	26991.64	26965.15	26971.74	30	0	802
2026.02.02	12:45:00	26968.88	27005.66	26957.45	27005.66	30	0	802
2026.02.02	12:46:00	27017.82	27026.92	26999.20	27015.37	30	0	802
2026.02.02	12:47:00	27015.58	27028.68	27003.34	27009.62	30	0	802
2026.02.02	12:48:00	27008.41	27027.95	26995.83	26998.18	30	0	802
2026.02.02	12:49:00	26993.63	27034.10	26993.47	27001.93	30	0	802
2026.02.02	12:50:00	27008.39	27039.47	27008.39	27029.17	30	0	802
2026.02.02	12:51:00	27036.11	27046.75	27005.48	27016.07	30	0	802
2026.02.02	12:52:00	27020.21	27020.21	26970.77	26986.67	30	0	802
2026.02.02	12:53:00	26984.92	26990.67	26967.35	26967.35	30	0	802
2026.02.02	12:54:00	26971.93	26975.73	26953.78	26966.50	30	0	802
2026.02.02	12:55:00	26965.38	26976.18	26947.32	26953.77	30	0	802
2026.02.02	12:56:00	26957.32	26959.87	26937.48	26940.25	30	0	802
2026.02.02	12:57:00	26943.51	26955.31	26911.75	26945.35	30	0	802
2026.02.02	12:58:00	26948.65	26980.14	26948.65	26958.33	30	0	802
2026.02.02	12:59:00	26952.35	26952.35	26889.87	26900.05	30	0	802
2026.02.02	13:00:00	26893.63	26923.01	26889.18	26923.01	30	0	802
2026.02.02	13:01:00	26919.51	26928.73	26895.88	26916.64	30	0	802
2026.02.02	13:02:00	26911.86	26957.64	26911.86	26939.05	30	0	802
2026.02.02	13:03:00	26944.85	26954.06	26933.24	26936.57	30	0	802
2026.02.02	13:04:00	26933.87	26933.87	26892.21	26903.58	30	0	802
2026.02.02	13:05:00	26894.93	26915.65	26881.98	26909.07	30	0	802
2026.02.02	13:06:00	26915.69	26925.06	26909.41	26909.41	30	0	802
2026.02.02	13:07:00	26913.58	26913.58	26872.42	26877.17	30	0	802
2026.02.02	13:08:00	26877.75	26916.97	26875.16	26910.90	30	0	802
2026.02.02	13:09:00	26908.60	26954.99	26908.60	26936.90	30	0	802
2026.02.02	13:10:00	26928.96	26942.29	26913.07	26921.52	30	0	802
2026.02.02	13:11:00	26923.09	26970.21	26919.98	26945.74	30	0	802
2026.02.02	13:12:00	26944.71	26981.28	26944.71	26981.28	30	0	802
2026.02.02	13:13:00	26987.07	27027.89	26983.03	27013.44	30	0	802
2026.02.02	13:14:00	27021.34	27024.27	26992.72	27021.12	30	0	802
2026.02.02	13:15:00	27020.98	27048.54	27011.22	27015.80	30	0	802
2026.02.02	13:16:00	27024.44	27024.44	26972.29	26972.29	30	0	802
2026.02.02	13:17:00	26972.67	26972.67	26915.56	26915.56	30	0	802
2026.02.02	13:18:00	26916.77	26929.14	26913.54	26919.15	30	0	802
2026.02.02	13:19:00	26919.86	26919.86	26887.79	26889.70	30	0	802
2026.02.02	13:20:00	26891.28	26937.11	26887.65	26926.73	30	0	802
2026.02.02	13:21:00	26934.26	26939.34	26905.91	26910.19	30	0	802
2026.02.02	13:22:00	26903.21	26915.28	26858.52	26868.68	30	0	802
2026.02.02	13:23:00	26874.26	26902.85	26874.26	26900.76	30	0	802
2026.02.02	13:24:00	26908.21	26958.89	26902.42	26953.37	30	0	802
2026.02.02	13:25:00	26953.79	27000.27	26953.79	26985.49	30	0	802
2026.02.02	13:26:00	26993.98	27009.48	26988.84	27001.90	30	0	802
2026.02.02	13:27:00	26997.56	27017.21	26990.03	26993.52	30	0	802
2026.02.02	13:28:00	26992.32	27015.15	26986.63	27009.25	30	0	802
2026.02.02	13:29:00	27009.52	27019.36	26989.71	26995.21	30	0	802
2026.02.02	13:30:00	26985.28	27016.83	26980.85	27004.97	30	0	802
2026.02.02	13:31:00	27008.71	27038.95	27003.08	27024.01	30	0	802
2026.02.02	13:32:00	27023.45	27026.84	26987.80	26989.66	30	0	802
2026.02.02	13:33:00	26996.98	27036.65	26991.50	27036.06	30	0	802
2026.02.02	13:34:00	27034.69	27075.54	27027.99	27054.20	30	0	802
2026.02.02	13:35:00	27047.22	27086.40	27047.22	27068.30	30	0	802
2026.02.02	13:36:00	27067.98	27072.38	27038.20	27039.93	30	0	802
2026.02.02	13:37:00	27034.08	27100.30	27023.32	27100.30	30	0	802
2026.02.02	13:38:00	27099.45	27129.65	27086.03	27126.69	30	0	802
2026.02.02	13:39:00	27128.03	27155.64	27117.17	27155.54	30	0	802
2026.02.02	13:40:00	27154.31	27167.96	27126.53	27131.08	30	0	802
2026.02.02	13:41:00	27131.98	27144.34	27113.06	27115.88	30	0	802
2026.02.02	13:42:00	27115.71	27116.45	27083.24	27091.10	30	0	802
2026.02.02	13:43:00	27087.73	27116.11	27080.54	27103.62	30	0	802
2026.02.02	13:44:00	27108.45	27126.36	27095.41	27109.95	30	0	802
2026.02.02	13:45:00	27110.27	27122.56	27104.06	27122.10	30	0	802
2026.02.02	13:46:00	27109.80	27109.80	27063.31	27070.28	30	0	802
2026.02.02	13:47:00	27068.86	27091.09	27048.73	27048.73	30	0	802
2026.02.02	13:48:00	27047.48	27069.61	27046.94	27062.28	30	0	802
2026.02.02	13:49:00	27066.50	27086.91	27061.56	27071.95	30	0	802
2026.02.02	13:50:00	27059.88	27068.55	27026.03	27026.03	30	0	802
2026.02.02	13:51:00	27032.67	27047.74	27027.78	27030.86	30	0	802
2026.02.02	13:52:00	27025.40	27038.94	27017.50	27017.50	30	0	802
2026.02.02	13:53:00	27010.82	27013.23	26957.33	26962.21	30	0	802
2026.02.02	13:54:00	26957.46	26963.76	26938.40	26938.40	30	0	802
2026.02.02	13:55:00	26931.24	26931.24	26904.05	26913.28	30	0	802
2026.02.02	13:56:00	26909.49	26934.39	26909.49	26924.85	30	0	802
2026.02.02	13:57:00	26923.25	26956.17	26905.22	26953.92	30	0	802
2026.02.02	13:58:00	26953.95	26956.62	26909.10	26915.83	30	0	802
2026.02.02	13:59:00	26922.35	26942.23	26916.28	26932.63	30	0	802
2026.02.02	14:00:00	26932.46	26958.77	26929.85	26957.15	30	0	802
2026.02.02	14:01:00	26964.00	27006.93	26962.50	27001.19	30	0	802
2026.02.02	14:02:00	26994.08	27031.59	26987.53	26991.91	30	0	802
2026.02.02	14:03:00	26992.68	27002.57	26983.39	27001.79	30	0	802
2026.02.02	14:04:00	27001.99	27027.71	26990.98	27009.63	30	0	802
2026.02.02	14:05:00	27005.84	27034.68	27003.71	27034.08	30	0	802
2026.02.02	14:06:00	27022.93	27034.17	27010.73	27030.27	30	0	802
2026.02.02	14:07:00	27035.04	27059.71	27035.04	27049.18	30	0	802
2026.02.02	14:08:00	27039.24	27093.75	27039.24	27081.70	30	0	802
2026.02.02	14:09:00	27084.37	27136.41	27084.37	27133.79	30	0	802
2026.02.02	14:10:00	27133.32	27133.32	27089.48	27107.29	30	0	802
2026.02.02	14:11:00	27103.77	27115.43	27088.82	27113.03	30	0	802
2026.02.02	14:12:00	27107.85	27110.82	27075.28	27090.75	30	0	802
2026.02.02	14:13:00	27096.59	27123.94	27091.70	27101.34	30	0	802
2026.02.02	14:14:00	27102.58	27112.98	27080.68	27080.68	30	0	802
2026.02.02	14:15:00	27076.99	27144.30	27076.99	27141.50	30	0	802
2026.02.02	14:16:00	27142.64	27147.43	27127.63	27144.55	30	0	802
2026.02.02	14:17:00	27137.89	27201.90	27137.89	27185.19	30	0	802
2026.02.02	14:18:00	27189.18	27214.08	27179.13	27213.36	30	0	802
2026.02.02	14:19:00	27220.43	27225.36	27198.93	27225.07	30	0	802
2026.02.02	14:20:00	27232.18	27288.36	27232.18	27288.36	30	0	802
2026.02.02	14:21:00	27292.15	27298.28	27226.85	27252.13	30	0	802
2026.02.02	14:22:00	27244.40	27244.40	27207.37	27219.41	30	0	802
2026.02.02	14:23:00	27215.05	27221.88	27198.94	27215.61	30	0	802
2026.02.02	14:24:00	27208.81	27246.96	27208.81	27245.26	30	0	802
2026.02.02	14:25:00	27248.39	27252.87	27188.73	27192.57	30	0	802
2026.02.02	14:26:00	27193.43	27202.29	27165.28	27165.28	30	0	802
2026.02.02	14:27:00	27159.41	27179.90	27142.97	27150.54	30	0	802
2026.02.02	14:28:00	27148.94	27185.32	27147.53	27185.32	30	0	802
2026.02.02	14:29:00	27179.51	27195.83	27148.23	27149.08	30	0	802
2026.02.02	14:30:00	27147.17	27160.01	27145.92	27153.24	30	0	802
2026.02.02	14:31:00	27153.09	27163.06	27146.90	27155.17	30	0	802
2026.02.02	14:32:00	27157.02	27199.73	27153.62	27190.83	30	0	802
2026.02.02	14:33:00	27191.03	27203.64	27163.99	27203.03	30	0	802
2026.02.02	14:34:00	27201.45	27203.32	27145.80	27155.40	30	0	802
2026.02.02	14:35:00	27162.98	27199.07	27154.32	27190.80	30	0	802
2026.02.02	14:36:00	27192.91	27208.62	27192.19	27205.42	30	0	802
2026.02.02	14:37:00	27215.06	27257.42	27215.06	27255.92	30	0	802
2026.02.02	14:38:00	27257.26	27261.84	27245.60	27247.96	30	0	802
2026.02.02	14:39:00	27251.23	27271.13	27224.47	27224.47	30	0	802
2026.02.02	14:40:00	27221.75	27253.88	27214.32	27214.46	30	0	802
2026.02.02	14:41:00	27215.50	27240.50	27207.53	27235.64	30	0	802
2026.02.02	14:42:00	27243.94	27273.55	27241.54	27256.35	30	0	802
2026.02.02	14:43:00	27263.46	27263.46	27211.13	27215.25	30	0	802
2026.02.02	14:44:00	27215.02	27256.71	27214.95	27245.85	30	0	802
2026.02.02	14:45:00	27250.84	27273.10	27250.84	27264.25	30	0	802
2026.02.02	14:46:00	27266.14	27303.25	27263.36	27291.23	30	0	802
2026.02.02	14:47:00	27294.08	27331.60	27294.08	27327.66	30	0	802
2026.02.02	14:48:00	27328.91	27354.48	27321.60	27331.42	30	0	802
2026.02.02	14:49:00	27333.50	27342.40	27306.22	27320.37	29	0	802
2026.02.02	14:50:00	27319.46	27322.51	27290.20	27294.54	30	0	802
2026.02.02	14:51:00	27298.11	27300.15	27282.41	27294.87	30	0	802
2026.02.02	14:52:00	27294.65	27330.49	27292.13	27324.05	30	0	802
2026.02.02	14:53:00	27321.90	27321.90	27281.30	27284.91	30	0	802
2026.02.02	14:54:00	27274.68	27293.99	27259.33	27293.99	30	0	802
2026.02.02	14:55:00	27288.57	27298.97	27268.27	27269.33	30	0	802
